onset	duration	trial_type	nback-nontarget	response_time
27.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
30.0	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
35.0	0.9146190000000001	nback-nontarget	0.714286	0.0
42.5	0.9146190000000001	nback-nontarget	0.714286	0.0
47.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
55.0	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
57.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
62.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
70.0	0.9146190000000001	nback-nontarget	0.714286	0.0
72.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
77.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
85.0	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
87.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
90.0	0.9146190000000001	nback-nontarget	0.714286	0.0
97.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
102.5	0.9146190000000001	nback-nontarget	0.714286	0.0
107.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
115.0	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
117.5	0.9146190000000001	nback-nontarget	0.714286	0.0
120.0	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
125.0	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
137.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
145.0	0.9146190000000001	nback-nontarget	0.714286	0.0
147.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
152.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
155.0	0.9146190000000001	nback-nontarget	0.714286	0.0
162.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
167.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
175.0	0.9146190000000001	nback-nontarget	0.714286	0.0
180.0	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
182.5	0.9146190000000001	nback-nontarget	0.714286	0.0
187.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
195.0	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
197.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
202.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
210.0	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
212.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
220.0	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
225.0	0.9146190000000001	nback-nontarget	0.714286	0.0
227.5	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
232.5	0.9146190000000001	nback-nontarget	0.714286	0.0
240.0	0.9146190000000001	nback-nontarget	-0.28571399999999997	0.0
