onset	duration	trial_type	nback-nontarget	response_time
27.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
30.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
37.5	0.623714	nback-nontarget	0.714286	0.0
42.5	0.623714	nback-nontarget	0.714286	0.0
45.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
50.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
57.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
65.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
67.5	0.623714	nback-nontarget	0.714286	0.0
72.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
80.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
85.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
87.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
95.0	0.623714	nback-nontarget	0.714286	0.0
100.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
102.5	0.623714	nback-nontarget	0.714286	0.0
105.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
112.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
117.5	0.623714	nback-nontarget	0.714286	0.0
120.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
127.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
137.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
140.0	0.623714	nback-nontarget	0.714286	0.0
147.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
152.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
160.0	0.623714	nback-nontarget	0.714286	0.0
165.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
167.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
175.0	0.623714	nback-nontarget	0.714286	0.0
177.5	0.623714	nback-nontarget	-0.28571399999999997	2.5
182.5	0.623714	nback-nontarget	0.714286	0.0
185.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
190.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
197.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
205.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
210.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
212.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
217.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
225.0	0.623714	nback-nontarget	0.714286	0.0
227.5	0.623714	nback-nontarget	-0.28571399999999997	0.0
235.0	0.623714	nback-nontarget	0.714286	0.0
240.0	0.623714	nback-nontarget	-0.28571399999999997	0.0
