onset	duration	trial_type	nback-nontarget	response_time
30.0	0.766575	nback-nontarget	-0.3	0.0
37.5	0.766575	nback-nontarget	0.7	0.0
45.0	0.766575	nback-nontarget	-0.3	0.0
50.0	0.766575	nback-nontarget	-0.3	0.0
57.5	0.766575	nback-nontarget	-0.3	0.0
65.0	0.766575	nback-nontarget	-0.3	0.0
70.0	0.766575	nback-nontarget	-0.3	0.0
75.0	0.766575	nback-nontarget	-0.3	0.0
82.5	0.766575	nback-nontarget	0.7	0.0
97.5	0.766575	nback-nontarget	-0.3	0.0
105.0	0.766575	nback-nontarget	-0.3	0.0
110.0	0.766575	nback-nontarget	-0.3	0.0
117.5	0.766575	nback-nontarget	0.7	0.0
122.5	0.766575	nback-nontarget	-0.3	0.0
130.0	0.766575	nback-nontarget	0.7	0.0
135.0	0.766575	nback-nontarget	-0.3	0.0
142.5	0.766575	nback-nontarget	-0.3	0.0
150.0	0.766575	nback-nontarget	0.7	0.0
157.5	0.766575	nback-nontarget	-0.3	0.0
162.5	0.766575	nback-nontarget	-0.3	0.0
220.0	0.766575	nback-nontarget	-0.3	0.0
227.5	0.766575	nback-nontarget	0.7	0.0
235.0	0.766575	nback-nontarget	-0.3	0.0
240.0	0.766575	nback-nontarget	-0.3	0.0
247.5	0.766575	nback-nontarget	-0.3	0.0
252.5	0.766575	nback-nontarget	-0.3	0.0
260.0	0.766575	nback-nontarget	0.7	0.0
267.5	0.766575	nback-nontarget	-0.3	0.0
272.5	0.766575	nback-nontarget	0.7	0.0
280.0	0.766575	nback-nontarget	-0.3	0.0
287.5	0.766575	nback-nontarget	0.7	0.0
292.5	0.766575	nback-nontarget	-0.3	0.0
300.0	0.766575	nback-nontarget	0.7	0.0
305.0	0.766575	nback-nontarget	-0.3	0.0
312.5	0.766575	nback-nontarget	-0.3	0.0
320.0	0.766575	nback-nontarget	-0.3	0.0
327.5	0.766575	nback-nontarget	-0.3	0.0
332.5	0.766575	nback-nontarget	-0.3	0.0
340.0	0.766575	nback-nontarget	0.7	0.0
