onset	duration	trial_type	nback-nontarget	response_time
37.5	0.896158	nback-nontarget	0.763158	0.0
42.5	0.896158	nback-nontarget	-0.236842	0.0
80.0	0.896158	nback-nontarget	0.763158	0.0
112.5	0.896158	nback-nontarget	0.763158	0.0
180.0	0.896158	nback-nontarget	-0.236842	0.0
192.5	0.896158	nback-nontarget	0.763158	0.0
212.5	0.896158	nback-nontarget	-0.236842	0.0
220.0	0.896158	nback-nontarget	0.763158	0.0
225.0	0.896158	nback-nontarget	-0.236842	0.0
232.5	0.896158	nback-nontarget	0.763158	0.0
245.0	0.896158	nback-nontarget	0.763158	0.0
265.0	0.896158	nback-nontarget	0.763158	0.0
