onset	duration	trial_type	nback-nontarget	response_time
27.5	1.096119	nback-nontarget	-0.28571399999999997	0.0
40.0	1.096119	nback-nontarget	0.714286	0.0
42.5	1.096119	nback-nontarget	0.714286	0.0
45.0	1.096119	nback-nontarget	-0.28571399999999997	0.0
50.0	1.096119	nback-nontarget	-0.28571399999999997	0.0
57.5	1.096119	nback-nontarget	-0.28571399999999997	0.0
60.0	1.096119	nback-nontarget	-0.28571399999999997	0.0
82.5	1.096119	nback-nontarget	-0.28571399999999997	0.0
87.5	1.096119	nback-nontarget	-0.28571399999999997	0.0
102.5	1.096119	nback-nontarget	0.714286	0.0
110.0	1.096119	nback-nontarget	-0.28571399999999997	0.0
117.5	1.096119	nback-nontarget	0.714286	0.0
120.0	1.096119	nback-nontarget	-0.28571399999999997	0.0
125.0	1.096119	nback-nontarget	-0.28571399999999997	0.0
145.0	1.096119	nback-nontarget	0.714286	0.0
152.5	1.096119	nback-nontarget	-0.28571399999999997	0.0
167.5	1.096119	nback-nontarget	-0.28571399999999997	0.0
182.5	1.096119	nback-nontarget	0.714286	0.0
187.5	1.096119	nback-nontarget	-0.28571399999999997	0.0
197.5	1.096119	nback-nontarget	-0.28571399999999997	0.0
200.0	1.096119	nback-nontarget	-0.28571399999999997	0.0
207.5	1.096119	nback-nontarget	-0.28571399999999997	0.0
212.5	1.096119	nback-nontarget	-0.28571399999999997	0.0
225.0	1.096119	nback-nontarget	0.714286	0.0
227.5	1.096119	nback-nontarget	-0.28571399999999997	0.0
235.0	1.096119	nback-nontarget	-0.28571399999999997	0.0
